2025-07-28 16:42:24 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:25 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:26 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:28 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:29 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:30 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:31 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:32 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:33 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1392942/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:42:34 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1375365/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:50:49 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:50 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:51 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:52 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:54 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:55 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:56 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:50:57 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 17:02:18 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-09-18 15:21:13 | Hoffman Edward J | Officer | Shares: 10000 | Value: $370,000.0 | Percent: 0.007383% | Link: https://www.sec.gov/Archives/edgar/data/1439483/000195917325006099/0001959173-25-006099.txt
2025-09-18 15:21:14 | Hoffman Edward J | Officer | Shares: 10000 | Value: $370,000.0 | Percent: 0.007383% | Link: https://www.sec.gov/Archives/edgar/data/890926/000195917325006099/0001959173-25-006099.txt
2025-09-18 15:21:17 | Shaller Russell | Officer | Shares: 23743 | Value: $1,901,006.72 | Percent: 0.054512% | Link: https://www.sec.gov/Archives/edgar/data/1646159/000195917325006098/0001959173-25-006098.txt
2025-09-18 15:21:18 | Shaller Russell | Officer | Shares: 23743 | Value: $1,901,006.72 | Percent: 0.054512% | Link: https://www.sec.gov/Archives/edgar/data/746598/000195917325006098/0001959173-25-006098.txt
2025-09-18 15:21:21 | Furner John R. | Officer | Shares: 39375 | Value: $4,084,869.0 | Percent: 0.000494% | Link: https://www.sec.gov/Archives/edgar/data/1696737/000194984625000492/0001949846-25-000492.txt
2025-09-18 15:21:22 | Furner John R. | Officer | Shares: 39375 | Value: $4,084,869.0 | Percent: 0.000494% | Link: https://www.sec.gov/Archives/edgar/data/104169/000194984625000492/0001949846-25-000492.txt
2025-09-18 15:21:24 | Bhasin Vijay | Officer | Shares: 11479 | Value: $746,135.0 | Percent: 0.011650% | Link: https://www.sec.gov/Archives/edgar/data/1590262/000195917325006096/0001959173-25-006096.txt
2025-09-18 15:21:25 | Bhasin Vijay | Officer | Shares: 11479 | Value: $746,135.0 | Percent: 0.011650% | Link: https://www.sec.gov/Archives/edgar/data/1448893/000195917325006096/0001959173-25-006096.txt
2025-09-18 15:56:13 | Mauch Robert P. | Officer | Shares: 5097 | Value: $1,478,130.0 | Percent: 0.002629% | Link: https://www.sec.gov/Archives/edgar/data/1633897/000195917325006100/0001959173-25-006100.txt
2025-09-18 15:56:14 | Mauch Robert P. | Officer | Shares: 5097 | Value: $1,478,130.0 | Percent: 0.002629% | Link: https://www.sec.gov/Archives/edgar/data/1140859/000195917325006100/0001959173-25-006100.txt
2025-09-18 16:21:34 | Corbus Barclay | Officer | Shares: 105300 | Value: $276,700.0 | Percent: 0.048019% | Link: https://www.sec.gov/Archives/edgar/data/1411833/000197407825000314/0001974078-25-000314.txt
2025-09-18 16:21:35 | Corbus Barclay | Officer | Shares: 105300 | Value: $276,700.0 | Percent: 0.048019% | Link: https://www.sec.gov/Archives/edgar/data/1368265/000197407825000314/0001974078-25-000314.txt
2025-09-18 17:41:49 | KIRK RANDAL J | Director | Shares: 5000000 | Value: $19,625,000.0 | Percent: 1.678005% | Link: https://www.sec.gov/Archives/edgar/data/1356090/000194984625000493/0001949846-25-000493.txt
2025-09-18 17:41:50 | KIRK RANDAL J | Director | Shares: 5000000 | Value: $19,625,000.0 | Percent: 1.678005% | Link: https://www.sec.gov/Archives/edgar/data/1091823/000194984625000493/0001949846-25-000493.txt
2025-09-18 17:51:35 | Brummer Derek | Former Officer | Shares: 72519 | Value: $2,638,966.41 | Percent: 0.053539% | Link: https://www.sec.gov/Archives/edgar/data/1578586/000195917325006105/0001959173-25-006105.txt
2025-09-18 17:51:37 | Brummer Derek | Former Officer | Shares: 72519 | Value: $2,638,966.41 | Percent: 0.053539% | Link: https://www.sec.gov/Archives/edgar/data/890926/000195917325006105/0001959173-25-006105.txt
2025-09-18 18:37:19 | WIRTH JAMES F | Officer | Shares: 83000 | Value: $154,380.0 | Percent: 0.944115% | Link: https://www.sec.gov/Archives/edgar/data/1055365/000194984625000494/0001949846-25-000494.txt
2025-09-18 18:37:20 | WIRTH JAMES F | Officer | Shares: 83000 | Value: $154,380.0 | Percent: 0.944115% | Link: https://www.sec.gov/Archives/edgar/data/82473/000194984625000494/0001949846-25-000494.txt
2025-09-18 18:37:21 | Keeney Scott H | Officer | Shares: 62507 | Value: $1,902,713.08 | Percent: 0.125266% | Link: https://www.sec.gov/Archives/edgar/data/1738235/000195917325006108/0001959173-25-006108.txt
2025-09-18 18:37:22 | Keeney Scott H | Officer | Shares: 62507 | Value: $1,902,713.08 | Percent: 0.125266% | Link: https://www.sec.gov/Archives/edgar/data/1124796/000195917325006108/0001959173-25-006108.txt
2025-09-18 18:37:23 | Harmon Cyrus | Director | Shares: 13086 | Value: $108,977.56 | Percent: 0.019066% | Link: https://www.sec.gov/Archives/edgar/data/1831410/000195917325006106/0001959173-25-006106.txt
2025-09-18 18:37:24 | Harmon Cyrus | Director | Shares: 13086 | Value: $108,977.56 | Percent: 0.019066% | Link: https://www.sec.gov/Archives/edgar/data/1750284/000195917325006106/0001959173-25-006106.txt
2025-09-18 19:07:39 | LILLY ENDOWMENT INC | 10% Stockholder | Shares: 300000 | Value: $228,039,000.0 | Percent: 0.031697% | Link: https://www.sec.gov/Archives/edgar/data/316011/000031601125000005/0000316011-25-000005.txt
2025-09-18 19:07:40 | LILLY ENDOWMENT INC | 10% Stockholder | Shares: 300000 | Value: $228,039,000.0 | Percent: 0.031697% | Link: https://www.sec.gov/Archives/edgar/data/59478/000031601125000005/0000316011-25-000005.txt
2025-09-18 19:07:42 | Shepard Julie A | Officer | Shares: 9937 | Value: $808,077.83 | Percent: 0.004176% | Link: https://www.sec.gov/Archives/edgar/data/1384126/000195917325006109/0001959173-25-006109.txt
2025-09-18 19:07:43 | Shepard Julie A | Officer | Shares: 9937 | Value: $808,077.83 | Percent: 0.004176% | Link: https://www.sec.gov/Archives/edgar/data/864749/000195917325006109/0001959173-25-006109.txt
2025-09-18 19:50:57 | Shao Wei-Ming | Officer | Shares: 10000 | Value: $3,557,889.57 | Percent: 0.003789% | Link: https://www.sec.gov/Archives/edgar/data/1663488/000195917325006110/0001959173-25-006110.txt
2025-09-18 19:50:58 | Shao Wei-Ming | Officer | Shares: 10000 | Value: $3,557,889.57 | Percent: 0.003789% | Link: https://www.sec.gov/Archives/edgar/data/1050446/000195917325006110/0001959173-25-006110.txt
2025-09-18 20:28:18 | THE WOOD REVOCABLE TRUST U/A DTD 12/01/2017 | Director | Shares: 25000 | Value: $2,458,500.0 | Percent: 0.019194% | Link: https://www.sec.gov/Archives/edgar/data/1716837/000195004725007321/0001950047-25-007321.txt
2025-09-18 20:28:19 | THE WOOD REVOCABLE TRUST U/A DTD 12/01/2017 | Director | Shares: 25000 | Value: $2,458,500.0 | Percent: 0.019194% | Link: https://www.sec.gov/Archives/edgar/data/1428439/000195004725007321/0001950047-25-007321.txt
2025-09-18 20:28:21 | JAMES W KING | Officer | Shares: 7162 | Value: $1,782,059.15 | Percent: 0.008473% | Link: https://www.sec.gov/Archives/edgar/data/1586253/000195004725007320/0001950047-25-007320.txt
2025-09-18 20:28:23 | JAMES W KING | Officer | Shares: 7162 | Value: $1,782,059.15 | Percent: 0.008473% | Link: https://www.sec.gov/Archives/edgar/data/1528396/000195004725007320/0001950047-25-007320.txt
2025-09-18 20:28:25 | HAYDEN L BROWN | Director | Shares: 20000 | Value: $362,800.0 | Percent: 0.015082% | Link: https://www.sec.gov/Archives/edgar/data/1753662/000195004725007319/0001950047-25-007319.txt
2025-09-18 20:28:26 | HAYDEN L BROWN | Director | Shares: 20000 | Value: $362,800.0 | Percent: 0.015082% | Link: https://www.sec.gov/Archives/edgar/data/1627475/000195004725007319/0001950047-25-007319.txt
2025-09-18 20:28:28 | AMY F GAREFIS | Officer | Shares: 5553 | Value: $29,042.19 | Percent: 0.007495% | Link: https://www.sec.gov/Archives/edgar/data/1861460/000195004725007318/0001950047-25-007318.txt
2025-09-18 20:28:29 | AMY F GAREFIS | Officer | Shares: 5553 | Value: $29,042.19 | Percent: 0.007495% | Link: https://www.sec.gov/Archives/edgar/data/1617553/000195004725007318/0001950047-25-007318.txt
2025-09-18 20:41:45 | Yu-Hsin Lin | CEO, Chairman | Shares: 96950 | Value: $7,077,350.0 | Percent: 0.295279% | Link: https://www.sec.gov/Archives/edgar/data/1965964/000196858225000930/0001968582-25-000930.txt
2025-09-18 20:41:47 | Yu-Hsin Lin | CEO, Chairman | Shares: 96950 | Value: $7,077,350.0 | Percent: 0.295279% | Link: https://www.sec.gov/Archives/edgar/data/1889109/000196858225000930/0001968582-25-000930.txt
2025-09-18 20:41:48 | Gleason Todd R | Officer | Shares: 100000 | Value: $5,130,143.45 | Percent: 0.283061% | Link: https://www.sec.gov/Archives/edgar/data/1571235/000195917325006118/0001959173-25-006118.txt
2025-09-18 20:41:50 | Gleason Todd R | Officer | Shares: 100000 | Value: $5,130,143.45 | Percent: 0.283061% | Link: https://www.sec.gov/Archives/edgar/data/3197/000195917325006118/0001959173-25-006118.txt
2025-09-18 20:41:52 | OCAMPO SUSAN | 10% Stockholder | Shares: 150000 | Value: $19,449,000.0 | Percent: 0.201420% | Link: https://www.sec.gov/Archives/edgar/data/1493594/000194984625000495/0001949846-25-000495.txt
2025-09-18 20:41:53 | OCAMPO SUSAN | 10% Stockholder | Shares: 150000 | Value: $19,449,000.0 | Percent: 0.201420% | Link: https://www.sec.gov/Archives/edgar/data/1252243/000194984625000495/0001949846-25-000495.txt
2025-09-18 20:41:54 | MATTHEW RABINOWITZ | Director | Shares: 14473 | Value: $2,538,998.39 | Percent: 0.010545% | Link: https://www.sec.gov/Archives/edgar/data/1646382/000195004725007335/0001950047-25-007335.txt
2025-09-18 20:41:56 | MATTHEW RABINOWITZ | Director | Shares: 14473 | Value: $2,538,998.39 | Percent: 0.010545% | Link: https://www.sec.gov/Archives/edgar/data/1604821/000195004725007335/0001950047-25-007335.txt
2025-09-18 20:41:57 | ALEXANDER F TRAPP | Officer | Shares: 80626 | Value: $2,218,827.52 | Percent: 0.024106% | Link: https://www.sec.gov/Archives/edgar/data/2055939/000195004725007334/0001950047-25-007334.txt
2025-09-18 20:41:59 | ALEXANDER F TRAPP | Officer | Shares: 80626 | Value: $2,218,827.52 | Percent: 0.024106% | Link: https://www.sec.gov/Archives/edgar/data/2025410/000195004725007334/0001950047-25-007334.txt
2025-09-18 20:54:08 | HAYDEN BROWN | Officer | Shares: 22344 | Value: $428,202.65 | Percent: 0.016850% | Link: https://www.sec.gov/Archives/edgar/data/1753662/000195004725007336/0001950047-25-007336.txt
2025-09-18 20:54:09 | HAYDEN BROWN | Officer | Shares: 22344 | Value: $428,202.65 | Percent: 0.016850% | Link: https://www.sec.gov/Archives/edgar/data/1627475/000195004725007336/0001950047-25-007336.txt
2025-09-18 20:54:11 | Kelli Keough | Officer | Shares: 60824 | Value: $1,650,763.0 | Percent: 0.005079% | Link: https://www.sec.gov/Archives/edgar/data/2032458/000196858225000933/0001968582-25-000933.txt
2025-09-18 20:54:12 | Kelli Keough | Officer | Shares: 60824 | Value: $1,650,763.0 | Percent: 0.005079% | Link: https://www.sec.gov/Archives/edgar/data/1818874/000196858225000933/0001968582-25-000933.txt
2025-09-18 21:12:19 | BARRY FLANNELLY | Officer | Shares: 17447 | Value: $1,487,531.22 | Percent: 0.008935% | Link: https://www.sec.gov/Archives/edgar/data/1615842/000195004725007342/0001950047-25-007342.txt
2025-09-18 21:12:19 | BARRY FLANNELLY | Officer | Shares: 17447 | Value: $1,487,531.22 | Percent: 0.008935% | Link: https://www.sec.gov/Archives/edgar/data/879169/000195004725007342/0001950047-25-007342.txt
2025-09-18 21:12:21 | Wayne DeVeydt | former director | Shares: 150000 | Value: $3,294,454.97 | Percent: 0.116996% | Link: https://www.sec.gov/Archives/edgar/data/1638833/000196922325000784/0001969223-25-000784.txt
2025-09-18 21:12:22 | Wayne DeVeydt | former director | Shares: 150000 | Value: $3,294,454.97 | Percent: 0.116996% | Link: https://www.sec.gov/Archives/edgar/data/1321392/000196922325000784/0001969223-25-000784.txt
2025-09-18 21:12:23 | Jeffrey E. Eberwein | Officer | Shares: 26906 | Value: $248,373.79 | Percent: 0.999986% | Link: https://www.sec.gov/Archives/edgar/data/1548312/000154831225000014/0001548312-25-000014.txt
2025-09-18 21:12:24 | Jeffrey E. Eberwein | Officer | Shares: 26906 | Value: $248,373.79 | Percent: 0.999986% | Link: https://www.sec.gov/Archives/edgar/data/1210708/000154831225000014/0001548312-25-000014.txt
2025-09-18 21:12:25 | MIRELF VI REIT INVESTMENT II, LLC | Former Affiliate | Shares: 30592 | Value: $473,157.29 | Percent: 0.032746% | Link: https://www.sec.gov/Archives/edgar/data/1640680/000195004725007340/0001950047-25-007340.txt
2025-09-18 21:12:26 | MIRELF VI REIT INVESTMENT II, LLC | Former Affiliate | Shares: 30592 | Value: $473,157.29 | Percent: 0.032746% | Link: https://www.sec.gov/Archives/edgar/data/924901/000195004725007340/0001950047-25-007340.txt
2025-09-18 21:12:27 | MIRELF VII US SECURITIES LLC | Former Affiliate | Shares: 41018 | Value: $634,413.1 | Percent: 0.043906% | Link: https://www.sec.gov/Archives/edgar/data/1640680/000195004725007339/0001950047-25-007339.txt
2025-09-18 21:12:28 | MIRELF VII US SECURITIES LLC | Former Affiliate | Shares: 41018 | Value: $634,413.1 | Percent: 0.043906% | Link: https://www.sec.gov/Archives/edgar/data/924901/000195004725007339/0001950047-25-007339.txt
2025-09-18 21:28:38 | DENNIS MCGINN | Director | Shares: 7298 | Value: $775,910.22 | Percent: 0.049764% | Link: https://www.sec.gov/Archives/edgar/data/1701806/000195004725007344/0001950047-25-007344.txt
2025-09-18 21:28:38 | DENNIS MCGINN | Director | Shares: 7298 | Value: $775,910.22 | Percent: 0.049764% | Link: https://www.sec.gov/Archives/edgar/data/1370450/000195004725007344/0001950047-25-007344.txt
2025-09-18 21:28:40 | Keefer James H JR | Officer | Shares: 12338 | Value: $243,660.42 | Percent: 0.007286% | Link: https://www.sec.gov/Archives/edgar/data/1717672/000195917325006119/0001959173-25-006119.txt
2025-09-18 21:28:41 | Keefer James H JR | Officer | Shares: 12338 | Value: $243,660.42 | Percent: 0.007286% | Link: https://www.sec.gov/Archives/edgar/data/919012/000195917325006119/0001959173-25-006119.txt
2025-09-18 21:39:16 | TINKERBELLE II TR U/A DTD 10/22/2021 | Officer | Shares: 10000 | Value: $1,800,000.0 | Percent: 0.007286% | Link: https://www.sec.gov/Archives/edgar/data/1646382/000195004725007346/0001950047-25-007346.txt
2025-09-18 21:39:17 | TINKERBELLE II TR U/A DTD 10/22/2021 | Officer | Shares: 10000 | Value: $1,800,000.0 | Percent: 0.007286% | Link: https://www.sec.gov/Archives/edgar/data/1604821/000195004725007346/0001950047-25-007346.txt
2025-09-18 21:39:19 | HARVEY C JONES | DIRECTOR | Shares: 250000 | Value: $44,043,710.0 | Percent: 0.001029% | Link: https://www.sec.gov/Archives/edgar/data/1197650/000119765025000005/0001197650-25-000005.txt
2025-09-18 21:39:21 | HARVEY C JONES | DIRECTOR | Shares: 250000 | Value: $44,043,710.0 | Percent: 0.001029% | Link: https://www.sec.gov/Archives/edgar/data/1045810/000119765025000005/0001197650-25-000005.txt
2025-09-18 21:39:22 | Chumas Christopher Phillip | Director | Shares: 75000 | Value: $1,190,000.0 | Percent: 0.178742% | Link: https://www.sec.gov/Archives/edgar/data/1862463/000197407825000317/0001974078-25-000317.txt
2025-09-18 21:39:24 | Chumas Christopher Phillip | Director | Shares: 75000 | Value: $1,190,000.0 | Percent: 0.178742% | Link: https://www.sec.gov/Archives/edgar/data/1768026/000197407825000317/0001974078-25-000317.txt
2025-09-18 21:39:26 | Kelli Keough | Officer | Shares: 30412 | Value: $825,381.68 | Percent: 0.002540% | Link: https://www.sec.gov/Archives/edgar/data/2032458/000196858225000935/0001968582-25-000935.txt
2025-09-18 21:39:27 | Kelli Keough | Officer | Shares: 30412 | Value: $825,381.68 | Percent: 0.002540% | Link: https://www.sec.gov/Archives/edgar/data/1818874/000196858225000935/0001968582-25-000935.txt
2025-09-18 22:17:24 | Kirgan Danielle L. | Officer | Shares: 50000 | Value: $870,000.0 | Percent: 0.018622% | Link: https://www.sec.gov/Archives/edgar/data/1629771/000079436725000159/0000794367-25-000159.txt
2025-09-18 22:17:25 | Kirgan Danielle L. | Officer | Shares: 50000 | Value: $870,000.0 | Percent: 0.018622% | Link: https://www.sec.gov/Archives/edgar/data/794367/000079436725000159/0000794367-25-000159.txt
2025-09-18 23:00:55 | Kelli Keough | Officer | Shares: 30412 | Value: $825,381.68 | Percent: 0.002540% | Link: https://www.sec.gov/Archives/edgar/data/2032458/000196858225000936/0001968582-25-000936.txt
2025-09-18 23:00:56 | Kelli Keough | Officer | Shares: 30412 | Value: $825,381.68 | Percent: 0.002540% | Link: https://www.sec.gov/Archives/edgar/data/1818874/000196858225000936/0001968582-25-000936.txt
2025-09-18 23:23:02 | SL SPV-2, L.P. | See remarks | Shares: 202905 | Value: $26,446,637.7 | Percent: 0.060226% | Link: https://www.sec.gov/Archives/edgar/data/1767114/000119312525207692/0001193125-25-207692.txt
2025-09-18 23:23:03 | SL SPV-2, L.P. | See remarks | Shares: 202905 | Value: $26,446,637.7 | Percent: 0.060226% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525207692/0001193125-25-207692.txt
2025-09-18 23:23:04 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 120761 | Value: $15,739,988.74 | Percent: 0.035844% | Link: https://www.sec.gov/Archives/edgar/data/1737659/000119312525207690/0001193125-25-207690.txt
2025-09-18 23:23:06 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 120761 | Value: $15,739,988.74 | Percent: 0.035844% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525207690/0001193125-25-207690.txt
2025-09-18 23:23:07 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 234855 | Value: $30,611,000.7 | Percent: 0.069710% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525207688/0001193125-25-207688.txt
2025-09-18 23:23:08 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 234855 | Value: $30,611,000.7 | Percent: 0.069710% | Link: https://www.sec.gov/Archives/edgar/data/1552054/000119312525207688/0001193125-25-207688.txt
2025-09-19 02:14:15 | Jacobsen Frode | Officer | Shares: 50000 | Value: $970,500.0 | Percent: 0.055858% | Link: https://www.sec.gov/Archives/edgar/data/2013652/000201365225000004/0002013652-25-000004.txt
2025-09-19 02:14:16 | Jacobsen Frode | Officer | Shares: 50000 | Value: $970,500.0 | Percent: 0.055858% | Link: https://www.sec.gov/Archives/edgar/data/1737450/000201365225000004/0002013652-25-000004.txt
2025-09-19 02:14:16 | Song Lin | Officer | Shares: 50000 | Value: $970,500.0 | Percent: 0.055858% | Link: https://www.sec.gov/Archives/edgar/data/1992521/000199252125000004/0001992521-25-000004.txt
2025-09-19 02:14:17 | Song Lin | Officer | Shares: 50000 | Value: $970,500.0 | Percent: 0.055858% | Link: https://www.sec.gov/Archives/edgar/data/1737450/000199252125000004/0001992521-25-000004.txt
2025-09-19 10:38:44 | Zinman Eran | Officer | Shares: 7000 | Value: $1,318,730.0 | Percent: 0.013787% | Link: https://www.sec.gov/Archives/edgar/data/1952061/000197640825000319/0001976408-25-000319.txt
2025-09-19 10:38:44 | Zinman Eran | Officer | Shares: 7000 | Value: $1,318,730.0 | Percent: 0.013787% | Link: https://www.sec.gov/Archives/edgar/data/1845338/000197640825000319/0001976408-25-000319.txt
2025-09-19 10:48:29 | Zohar Nir | Officer | Shares: 44000 | Value: $7,963,560.0 | Percent: 0.078420% | Link: https://www.sec.gov/Archives/edgar/data/1975805/000197640825000320/0001976408-25-000320.txt
2025-09-19 10:48:30 | Zohar Nir | Officer | Shares: 44000 | Value: $7,963,560.0 | Percent: 0.078420% | Link: https://www.sec.gov/Archives/edgar/data/1576789/000197640825000320/0001976408-25-000320.txt
2025-09-19 10:58:03 | Shai Omer | Officer | Shares: 6579 | Value: $1,190,733.21 | Percent: 0.011726% | Link: https://www.sec.gov/Archives/edgar/data/1976036/000197640825000321/0001976408-25-000321.txt
2025-09-19 10:58:04 | Shai Omer | Officer | Shares: 6579 | Value: $1,190,733.21 | Percent: 0.011726% | Link: https://www.sec.gov/Archives/edgar/data/1576789/000197640825000321/0001976408-25-000321.txt
2025-09-19 13:18:19 | Charles Edwin Collins IV | Officer | Shares: 49401 | Value: $11,955,042.0 | Percent: 0.357678% | Link: https://www.sec.gov/Archives/edgar/data/1791800/000179180025000004/0001791800-25-000004.txt
2025-09-19 13:18:20 | Charles Edwin Collins IV | Officer | Shares: 49401 | Value: $11,955,042.0 | Percent: 0.357678% | Link: https://www.sec.gov/Archives/edgar/data/100591/000179180025000004/0001791800-25-000004.txt
2025-09-19 13:18:21 | Lu Yong | Officer | Shares: 50000 | Value: $287,000.0 | Percent: 0.014685% | Link: https://www.sec.gov/Archives/edgar/data/2073612/000207361225000003/0002073612-25-000003.txt
2025-09-19 13:18:22 | Lu Yong | Officer | Shares: 50000 | Value: $287,000.0 | Percent: 0.014685% | Link: https://www.sec.gov/Archives/edgar/data/1708259/000207361225000003/0002073612-25-000003.txt
2025-09-19 14:22:57 | BURKE JAMES A | Officer | Shares: 21360 | Value: $4,517,570.62 | Percent: 0.006304% | Link: https://www.sec.gov/Archives/edgar/data/1692819/000195917325006123/0001959173-25-006123.txt
2025-09-19 14:22:58 | BURKE JAMES A | Officer | Shares: 21360 | Value: $4,517,570.62 | Percent: 0.006304% | Link: https://www.sec.gov/Archives/edgar/data/1268406/000195917325006123/0001959173-25-006123.txt
2025-09-19 14:23:00 | Link Matthew | Former Officer | Shares: 20000 | Value: $73,400.0 | Percent: 0.038192% | Link: https://www.sec.gov/Archives/edgar/data/1565950/000195917325006122/0001959173-25-006122.txt
2025-09-19 14:23:01 | Link Matthew | Former Officer | Shares: 20000 | Value: $73,400.0 | Percent: 0.038192% | Link: https://www.sec.gov/Archives/edgar/data/1531177/000195917325006122/0001959173-25-006122.txt
2025-09-19 14:40:02 | Abraham Euan | Officer | Shares: 8433 | Value: $104,358.38 | Percent: 0.013694% | Link: https://www.sec.gov/Archives/edgar/data/1983554/000197407825000318/0001974078-25-000318.txt
2025-09-19 14:40:03 | Abraham Euan | Officer | Shares: 8433 | Value: $104,358.38 | Percent: 0.013694% | Link: https://www.sec.gov/Archives/edgar/data/1832483/000197407825000318/0001974078-25-000318.txt
2025-09-19 14:40:04 | James W Quinn | Director | Shares: 16557 | Value: $4,297,866.06 | Percent: 0.119878% | Link: https://www.sec.gov/Archives/edgar/data/1094454/000109445425000006/0001094454-25-000006.txt
2025-09-19 14:40:05 | James W Quinn | Director | Shares: 16557 | Value: $4,297,866.06 | Percent: 0.119878% | Link: https://www.sec.gov/Archives/edgar/data/100591/000109445425000006/0001094454-25-000006.txt
2025-09-19 15:23:59 | Kathryn J McLay | Officer | Shares: 12000 | Value: $1,231,800.0 | Percent: 0.000151% | Link: https://www.sec.gov/Archives/edgar/data/1794573/000162828025042072/0001628280-25-042072.txt
